2481	소득		sodeuk	n.	income, gain	평균 소득이 얼마나 될까?	How much will the average income be?	57 | 0.82
2482	다음날		daeumnal	n.	following day	다음날은 날씨가 흐렸다.	On the following day, it was cloudy.	57 | 0.97
2483	재정		jaejeong	n.	finance	재정 상황이 나아졌어요.	The financial situation improved.	56 | 0.77
2484	벌	1	beol	n.	punishment, penalty	형이 방에서 벌을 받고 있어요.	My older brother is getting his punishment in the room.	56 | 0.73
2485	동무		dongmu	n.	companion, friend	어린 시절 동무들이 그리워요.	I miss my childhood friends.	56 | 0.70
2486	공주		gongju	n.	princess	옛날에 공주가 한 명 살았어.	In the old days, there was a princess.	56 | 0.74
2487	기쁘다		gippeuda	a.	pleased; pleasant	다시 만나서 기쁩니다.	I’m pleased to meet you again.	56 | 0.93
2488	연대		yeondae	n.	solidarity, banding together	학생들은 연대 의식이 강했다.	Students had a strong sense of solidarity.	56 | 0.84
2489	나르다		nareuda	v.	carry	짐을 나르는 사람이 누구예요?	Who is that carrying the luggage?	56 | 0.67
2490	두드리다		dudeurida	v.	knock, beat, tap	누군가 문을 두들기고 있어요.	Someone’s knocking at the door.	56 | 0.81
2491	착하다		chakhada	a.	be good	애들은 참 착해요.	The children are very good.	56 | 0.79
2492	문명		munmyeong	n.	civilization	문명의 발달은 인간의 삶을 풍요롭게 해 왔지.	The development of civilization has enriched human life.	56 | 0.85
2493	자원		jawon	n.	resource	자연 자원을 아껴야 합니다.	We should save natural resources.	56 | 0.82
2494	신체		sinche	n.	physical body	그 청년 신체가 아주 건장했어.	The young man had a strong body.	56 | 0.87
2495	무시하다		musihada	v.	ignore	제 말을 왜 무시하세요?	Why do you ignore what I say?	56 | 0.98
2496	옥		ok	n.	jade	나는 옥으로 된 반지를 샀다.	I bought a ring made of jade.	56 | 0.66
2497	양	3	yang	n.b.	pretense; intention	서연이는 화가 난 양 그에게 말을 안 했다.	Seoyeon pretended to be angry and did not talk to him.	56 | 0.91
2498	ㅁ에도/음에도		medo/eumedo	e.	CONNECTIVE, in spite of	가족이 반대함에도 불구하고 서울로 왔지.	I came to Seoul despite my family’s opposition.	56 | 0.96
2499	달래다		dallaeda	v.	soothe, comfort; coax	어머니는 밤새 우는 아기를 달래셨지.	Mother soothed the crying baby all night.	56 | 0.85
2500	무조건		mujogeon	adv.	unconditional	무조건 네가 옳다고 우기지 마.	Do not argue that you are unconditionally right.	56 | 0.80
2501	건네다		geonneda	v.	pass; speak to	소년은 소녀에게 말을 건넸다.	A boy spoke to a girl.	56 | 0.75
2502	일제히		iljehi	adv.	all together, simultaneously, all at once	아이들은 일제히 소리를 질렀어.	The children all screamed together.	56 | 0.71
2503	오직		ojik	adv.	only	엄마는 오직 너만을 생각한단다.	Mommy thinks only of you.	56 | 0.96
2504	똑같이		ttokgachi	adv.	same way; equally, evenly	아버지와 아들이 똑같이 부지런해.	Both father and son are equally diligent.	56 | 0.73
2505	정신적		jeongsinjeok	n.	mental, psychological	정신적 노동이 육체적 노동보다 힘든 경우도 있지.	Mental labor is sometimes harder than physical labor.	56 | 0.92
2506	다가가다		dagagada	v.	approach	현우는 아이에게 다가갔다.	Hyunwu approached the child.	56 | 0.81
2507	대접		daejeop	n.	reception, treatment	우리는 그들에게서 극진한 대접을 받았어.	We received a cordial reception from them.	56 | 0.72
2508	낫다	2	natda	v.	get better, recover	몸이 좀 낫기를 바랍니다.	I hope you will get better.	56 | 0.52
2509	가사		gasa	n.	lyrics	노래 가사가 아주 낭만적이구나.	The lyrics of the song are very romantic.	56 | 0.77
2510	랴/으랴	1	rya/eurya	e.	FINAL, QUESTION	누가 너를 비난하랴.	Who can criticize you?	56 | 0.74
2511	범위		beomwi	n.	range	수치가 정상 범위에서 벗어나 있다.	The number is over the normal range.	56 | 0.86
2512	도	4	do	n.	right way, enlightenment	우리는 도에 따라서 삽시다.	Let’s follow the right way while living.	55 | 0.83
2513	사실상		sasilsang	n.	in fact	사실상, 이번 프로젝트는 실패야.	In fact, this project is a failure.	55 | 0.83
2514	내다보다		naedaboda	v.	look out; predict	어머니께서는 창 밖을 내다보고 계셨다.	My mother was looking out through the window.	55 | 0.91
2515	오른쪽		oreunjjok	n.	right	오른쪽으로 도세요.	Turn to the right.	55 | 0.97
2516	연기	1	yeongi	n.	performance, acting	배우의 연기가 정말 뛰어났어.	The actor’s performance was really outstanding.	55 | 0.84
2517	아니하다		anihada	aux.	do not; be not	난 대답하지 아니할 겁니다.	I won’t answer.	55 | 0.89
2518	하여금		hayeogeum	adv.	(drive someone) to, by . . .	그 책은 독자로 하여금 많은 생각을 하게 한다.	That book makes the reader think a lot.	55 | 0.91
2519	유지		yuji	n.	maintenance	지민이는 몸매 유지를 잘 해.	Jimin is good at body maintenance.	55 | 0.88
2520	피부		pibu	n.	skin	피부가 정말 부드럽구나.	The skin is really smooth.	55 | 0.95
2521	아우		au	n.	younger sibling	아우가 몇 명인가?	How many younger siblings do you have?	55 | 0.61
2522	서구		seogu	n.	(the) West	젊은 세대는 서구의 문화를 적극 수용한다.	The young generation actively accepts Western culture.	55 | 0.78
2523	지우다		jiuda	v.	erase, wipe, delete	선생님은 칠판을 깨끗이 지웠습니다.	The teacher wiped the blackboard clean.	55 | 0.93
2524	편	3	pyeon	n.	side, direction	상대를 네 편으로 만들어야 해.	You need to make the other one take your side.	55 | 0.93
2525	길이		giri	n.	length	치마 길이가 너무 짧지 않아?	Isn’t the skirt too short?	55 | 0.93
2526	이사	2	isa	n.	moving	이사 준비는 항상 힘들어.	Moving preparations are always hard.	55 | 0.79
2527	강의		gangui	n.	lecture, course, class	이달 말에 강의가 끝나요.	The course finishes at the end of this month.	55 | 0.86
2528	유일하다		yuilhada	a.	only, sole	그 영화가 제가 본 유일한 영화랍니다.	That movie is the only one I saw.	55 | 0.98
2529	거울		geoul	n.	mirror	거울에 비친 내가 너무 창백해 보이네.	I look s. pale in the mirror.	55 | 0.90
2530	에너지		eneoji	n.	energy	에너지를 낭비해서는 안 된다.	We should not waste energy.	55 | 0.86
2531	수십		susip	num.	scores, dozens	수십 명의 학생들이 강의실로 들어왔다.	Dozens of students entered the classroom.	55 | 0.94
2532	다	4	da	n.	all; almost	다 떠나갔어요.	All of them left.	55 | 0.52
2533	독		dok	n.	poison	그건 독이 든 사과였어.	It was a poison apple.	55 | 0.66
2534	남	3	nam	n.	south	그 이후 한반도는 남과 북으로 나뉘었다.	Since then, the Korean peninsula has been divided into the South and the North.	55 | 0.75
2535	시어머니		sieomeoni	n.	mother-in-law	시어머니께서 오신다.	My mother-in-law is coming.	55 | 0.66
2536	무	2	mu	n.	nothing, zero, naught	무에서 유를 창조할 수도 있어.	It’s possible to create something from nothing.	55 | 0.72
2537	과부		gwabu	n.	widow	어린 나이에 그녀는 과부가 되었다.	She became a widow at a young age.	55 | 0.55
2538	장단		jangdan	n.	beat, rhythm	배우는 전통적 장단에 맞춰 춤을 췄다.	The actress followed the traditional rhythm as she danced.	55 | 0.47
2539	아까	2	akka	n.	a while ago	아까 말씀드렸잖아요.	I told you a while ago.	55 | 0.56
2540	활		hwal	n.	bow	옛날에는 활을 쏘았지.	In the old days, we bowed.	55 | 0.59
2541	민요		minyo	n.	folk song	우리는 민요를 즐겨 부른다.	We frequently sing folk songs.	55 | 0.58
2542	자세히		jasehi	adv.	in detail, minutely	비서가 서류를 자세히 검토했다.	My secretary examined the document in detail.	55 | 0.94
2543	검토하다		geomtohada	v.	examine, look over	먼저 서류를 자세히 검토해 보세요.	First examine the documents in detail.	55 | 0.83
2544	장애		jangae	n.	obstacle, hindrance; disability	그는 여러 장애를 극복하고 실험에 성공했다.	He succeeded with the experiment by overcoming many obstacles.	55 | 0.85
2545	저리		jeori	adv.	that way, over there	저리 가세요.	Go over there.	55 | 0.46
2546	리라고/으리라고		rirago/eurirago	e.	CONNECTIVE, to	다음에는 절대 안 그러리라고 다짐했어.	I resolved not to do that again.	55 | 0.94
2547	담기다		damgida	v.	be contained	편지에는 아버지 마음이 담겼다.	My father’s mind is reflected in this letter.	55 | 0.99
2548	의회		uihoe	n.	assembly, parliament	의회 모임이 있습니다.	There is an assembly meeting.	55 | 0.69
2549	일주일		iljuil	n.	one week	지난 일주일 동안 뭐 하셨어요?	What did you do over the past week?	55 | 0.75
2550	관광		gwangwang	n.	sightseeing	우리는 시내 관광을 마쳤다.	We finished sightseeing downtown.	54 | 0.82
2551	쉬다	2	swida	v.	breathe	숨을 깊이 쉬세요.	Breathe deeply.	54 | 0.86
2552	근	1	geun	adn.	about	떠난 지 근 한 시간이 지났네.	It’s been about an hour since we left.	54 | 0.50
2553	깨다	2	kkaeda	v.	break, smash, spoil	아이가 유리잔을 깼어.	A child broke a glass.	54 | 0.79
2554	범죄		beomjoe	n.	crime	범죄를 예방합시다.	Let’s prevent crime.	54 | 0.88
2555	포함되다		pohamdoeda	v.	be included	계산서에 세금이 포함되어 있나요?	Has the tax been included in the bill?	54 | 0.86
2556	굵다		gukda	a.	thick, big, bold	연필이 너무 굵어요.	The pencil is too thick.	54 | 0.79
2557	높이	1	nopi	adv.	high	높이 나는 새가 멀리 본다.	A bird that’s flying high can see far.	54 | 0.95
2558	경쟁력		gyeongjaengnyeok	n.	competitiveness	제품이 경쟁력이 있다.	The product is competitive.	54 | 0.70
2559	동료		dongnyo	n.	colleague	동료가 도움이 많이 돼요.	My colleagues are very helpful.	54 | 0.98
2560	미술		misul	n.	art	전 미술을 전공하고 싶습니다.	I would like to major in art.	54 | 0.89
2561	대형		daehyeong	n.	large size	대형 백화점이 문을 열었다.	A large-size department store opened.	54 | 0.75
2562	박수		baksu	n.	applause, ovation	모두가 그녀에게 큰 박수를 보냈다.	Everyone gave her a big round of applause.	54 | 0.73
2563	날다		nalda	v.	fly	하늘에 독수리가 날고 있어요.	There is an eagle flying in the sky.	54 | 0.80
2564	불편하다		bulpyeonhada	a.	inconvenient; uncomfortable	할머니는 좀 불편해 보이셨어.	Grandmother looked somewhat uncomfortable.	54 | 0.90
2565	인상	1	insang	n.	impression	그림이 인상에 깊이 남았다.	The picture left a strong impression.	54 | 0.97
2566	상	3	sang	n.	table	상이 잘 차려졌어요.	The table has been well made.	54 | 0.65
2567	의문		uimun	n.	question, doubt	의문이 있으십니까?	Do you have any questions?	54 | 0.97
2568	아무튼		amuteun	adv.	in any case, anyway, at any rate	아무튼 나는 이해가 안 돼.	At any rate, I don’t understand it.	54 | 0.74
2569	빨갛다		ppalgatda	a.	red, crimson	얼굴이 빨갛게 변했어요.	Your face turned red.	54 | 0.82
2570	지혜		jihye	n.	wisdom	신에게 지혜를 달라고 기도했지요.	I prayed to God to give me wisdom.	54 | 0.98
2571	건축		geonchuk	n.	construction	민준은 대학 때 건축을 전공했어.	Minjun majored in architecture at college.	54 | 0.86
2572	의무		uimu	n.	duty	모두가 법을 지킬 의무가 있지.	Everyone has a duty to obey the law.	54 | 0.93
2573	신분		sinbun	n.	status, identity	신분이 불확실해.	The status is unclear.	54 | 0.94
2574	침묵		chimmuk	n.	silence	침묵은 금이라고 합니다.	They say that silence is golden.	54 | 0.91
2575	부탁하다		butakada	v.	request, ask	부탁할 게 있어서 전화를 드렸어요.	I called you because I have something to request.	54 | 0.90
2576	점수		jeomsu	n.	score, grade	시험 점수가 좋구나!	The exam score is good!	54 | 0.75
2577	방학		banghak	n.	vacation, break	이제 곧 방학이야.	It will be vacation soon.	54 | 0.88
2578	비교적		bigyojeok	n.	comparatively, relatively	시험이 비교적 쉬웠어.	The exam is comparatively easy.	54 | 0.93
2579	임시		imsi	n.	temporary, provisional	임시 대피소가 설치되었다.	A temporary shelter has been installed.	54 | 0.93
2580	원수		wonsu	n.	enemy, foe	그들은 원수같이 싸웠다.	They fought like enemies.	54 | 0.68
2581	엿		yeot	n.	stick of taffy	시험 날 어머니께서 엿을 사 오셨어.	On exam day, my mother bought sticks of taffy for me.	54 | 0.46
2582	전부	2	jeonbu	n.	all	그는 재산 전부를 재단에 기부했다.	He donated all of his fortune to the foundation.	54 | 0.87
2583	누리다		nurida	v.	enjoy	건강한 삶을 누리세요.	Enjoy a healthy life.	54 | 0.97
2584	차량		charyang	n.	car, vehicle	경찰이 차량을 검사했다.	The police inspected the car.	54 | 0.80
2585	세금		segeum	n.	tax, duty	세금을 내는 건 국민된 도리지.	Paying taxes is the duty of citizens.	54 | 0.82
2586	확		hwak	adv.	with a great puff; with a flame; suddenly, in a flash	나는 문을 확 밀었어.	I suddenly pushed the door open.	54 | 0.53
2587	줄어들다		jureodeulda	v.	decrease	마을 인구가 줄어들고 있어.	The population of the village is decreasing.	54 | 0.85
2588	근대		geundae	n.	modern times (era)	이 개념은 근대에 나왔어.	This concept appeared in modern times.	54 | 0.75
2589	꼬리		kkori	n.	tail	강아지가 꼬리를 흔든다.	A puppy is wagging its tail.	54 | 0.86
2590	궁		gung	n.	palace	궁에서 자주 파티가 열렸다.	Parties were held often at the palace.	54 | 0.55
2591	맥		maek	n.	pulse, energy; legacy	의사가 환자의 맥을 짚었다.	The doctor took the patient’s pulse.	54 | 0.85
2592	웬일		wennil	n.	for what reason, what	네가 웬일로 전화했니?	What made you call me?	54 | 0.64
2593	인력		illyeok	n.	manpower	인력을 동원하기로 했다.	We have decided to mobilize the work force.	54 | 0.78
2594	세다	1	seda	a.	strong, powerful; stubborn	아이가 힘이 세네.	The child is strong.	54 | 0.75
2595	출발하다		chulbalhada	v.	depart, leave	기차가 출발했다.	The train departed.	54 | 0.98
2596	바보		babo	n.	idiot, fool	난 정말 바보 같았어.	I was really like a fool.	54 | 0.77
2597	현지		hyeonji	n.	on-the-spot, local	그도 현지 사람이 아니었다.	He was not a local person.	54 | 0.76
2598	확보하다		hwakbohada	v.	secure	자재를 먼저 확보해야 해.	You should have secured the materials.	54 | 0.85
2599	점차		jeomcha	adv.	gradually	기차 소리는 점차 멀어져 갔어요.	The sound of the train disappeared gradually.	53 | 0.91
2600	저지르다		jeojireuda	v.	commit	범인은 끔찍한 범죄를 저질렀다.	The criminal committed a horrible crime.	53 | 0.98
2601	모자		moja	n.	hat, cap	민서는 모자를 썼다.	Minseo wears a hat.	53 | 0.78
2602	신부	1	sinbu	n.	bride	웨딩드레스를 입은 신부가 입장했다.	A bride in a wedding dress entered.	53 | 0.81
2603	지붕		jibung	n.	roof	지붕 위에 새가 한 마리 앉아 있어.	A bird is sitting on the roof.	53 | 0.86
2604	젓다		jeotda	v.	stir; roll; wave	지민이는 커피에 설탕을 넣고 저었다.	Jimin put sugar in the coffee and stirred it.	53 | 0.75
2605	대학원		daehagwon	n.	graduate school	졸업 후 대학원에 갈 생각이야.	I am thinking of going to graduate school after graduation.	53 | 0.73
2606	기차		gicha	n.	train	기차가 역으로 들어옵니다.	The train enters the station.	53 | 0.87
2607	남한		namhan	n.	South Korea	이번 게임은 남한에서 있을 겁니다.	This game will be in South Korea.	53 | 0.90
2608	그리하여		geurihayeo	conj.	therefore, so	그리하여 일은 마무리되었다.	Therefore, the work has been finished.	53 | 0.78
2609	망		mang	n.	net, network	인터넷망은 놀라운 속도로 늘어났다.	The Internet network expanded at an amazing speed.	53 | 0.77
2610	널리		neolli	adv.	far and wide, extensively	선생의 공적을 널리 알려야 합니다.	We should publicize the teacher’s achievement extensively.	53 | 0.88
2611	테이프		teipeu	n.	tape	녹음한 테이프가 없어졌어요.	The recorded tape was lost.	53 | 0.69
2612	검사	2	geomsa	n.	prosecutor, district attorney	검사는 피고에게 무기징역을 구형했습니다.	The prosecutor demanded lifetime imprisonment.	53 | 0.83
2613	돌아다니다		doradanida	v.	go around	여기저기 돌아다니면서 노래를 했어.	I sang a song while I traveled everywhere.	53 | 0.84
2614	한강		hangang	n.	Han River	그는 한강 근처에 살아.	He lives near the Han River.	53 | 0.87
2615	날리다		nallida	v.	fly, blow away; distinguish oneself	밖에 연을 날리는 아이들이 보이네요.	I see children flying kites outside.	53 | 0.93
2616	증권		jeunggwon	n.	stock	나는 증권에 투자했다.	I invested in the stock.	53 | 0.65
2617	보고서		bogoseo	n.	report	연구원들은 보고서를 제출합니다.	Researchers submit reports.	53 | 0.80
2618	파업		paeop	n.	strike	노조는 파업을 시행했다.	The labor union proceeded with the strike.	53 | 0.81
2619	그럼	2	geureom	exc.	yes, indeed; if so, then	그럼, 이건 어때요?	Then, what about this?	53 | 0.44
2620	지위		jiwi	n.	status	네 지위가 높아졌구나.	Your status rose.	53 | 0.87
2621	글씨		geulssi	n.	handwriting; letter, character	글씨가 정말 예쁩니다.	The handwriting is really beautiful.	53 | 0.84
2622	수원		suwon	n.	Suwon (city name)	그는 수원에서 태어났어.	He was born in Suwon.	53 | 0.71
2623	대체로		daechero	adv.	overall, generally	오늘은 대체로 흐리겠습니다.	Today it will be cloudy overall.	53 | 0.86
2624	구성되다		guseongdoeda	v.	be made up, be composed	위원회는 주민 대표들로 구성되었다.	The committee was composed of resident representatives.	53 | 0.75
2625	철저하다		cheoljeohada	a.	complete	보안이 철저해.	Security is complete.	53 | 0.97
2626	유형		yuhyeong	n.	type	다양한 유형의 디자인이 나왔다.	Various types of designs were submitted to the contest.	53 | 0.79
2627	심지어		simjieo	adv.	even	심지어 나도 못 믿겠더라구.	Even I couldn’t believe it.	53 | 0.98
2628	조그맣다		jogeumatda	a.	small, little	조그마한 아기의 손이 너무 신기했어요.	The baby’s small hands were s. wondrous.	53 | 0.89
2629	바람직하다		baramjikada	a.	desirable	태도가 아주 바람직해요.	That attitude is very desirable.	53 | 0.86
2630	트다		teuda	v.	open up, start	양국은 공식적 외교 관계를 트기로 했다.	The two countries decided to open up formal diplomatic relations.	53 | 0.64
2631	안타깝다		antakkapda	a.	regrettable, pitiful	어린 아이들이 다쳐서 너무 안타깝다.	It is regrettable that young children got hurt.	53 | 0.95
2632	주어지다		jueojida	v.	be given, be allowed	그에게 주어진 임무가 있다.	There is a duty that was given to him.	53 | 0.92
2633	교류		gyoryu	n.	exchange, interchange	우리는 전혀 교류가 없었거든.	We had no exchange at all.	53 | 0.81
2634	내지		naeji	adv.	or	한 시간 내지 두 시간 후에 다시 오세요.	Please come back one or two hours later.	53 | 0.85
2635	구두		gudu	n.	shoes	새 구두가 아주 멋있네요.	The new shoes are very stylish.	53 | 0.85
2636	행복		haengbok	n.	happiness	행복은 사람의 마음에 달려 있지.	Happiness depends on a person’s state of mind.	53 | 0.98
2637	주의	1	juui	n.	principle, belief	그들은 주의 주장이 강해.	They are strong in their principles and arguments.	53 | 0.85
2638	외부		oebu	n.	outside, exterior	외부에 이 소식이 알려졌거든.	This news has been known outside.	52 | 0.90
2639	한동안		handongan	n.	for a while	한동안 소식이 없네.	There is no news for a while.	52 | 0.86
2640	비리		biri	n.	corruption, irregularity	당의 비리가 밝혀졌다.	The party’s corruption was revealed.	52 | 0.70
2641	성질		seongjil	n.	temper, character	그는 성질이 불같아.	His temper is like a fire.	52 | 0.90
2642	들	2	deul	n.	field	농부들은 들에서 땀을 흘린다.	Farmers are sweating in the field.	52 | 0.63
2643	올림픽		ollimpik	n.	Olympics	다음 동계 올림픽이 어디서 열리나요?	Where are the next Winter Olympics being held?	52 | 0.75
2644	잠기다		jamgida	v.	sink, swamp; be immersed in	다리가 물에 잠겼어.	The bridge was submerged underwater.	52 | 0.87
2645	판단하다		pandanhada	v.	judge	옳고 그름을 신중하게 판단하세요.	Judge right and wrong with sincerity.	52 | 0.95
2646	가하다		gahada	v.	add, apply, impose	법정이 벌금을 가했다.	The court imposed a fine.	52 | 0.96
2647	도서관		doseogwan	n.	library	민준은 도서관으로 향했다.	Minjun headed to the library in order to look for materials.	52 | 0.93
2648	조	3	jo	n.	team, group	우리 조는 실험을 제일 먼저 끝냈습니다.	Our team finished the experiment first.	52 | 0.88
2649	상사		sangsa	n.	trading company	지훈이는 무슨 상사에 취직했어.	Jihun got a job at a trading company.	52 | 0.60
2650	적절하다		jeokjeolhada	a.	appropriate, proper	적절한 가격을 알려 주세요.	Let me know the right price.	52 | 0.89
2651	방문하다		bangmunhada	v.	visit	한국을 처음으로 방문하시는 겁니까?	Are you visiting Korea for the first time?	52 | 0.86
2652	의료		uiryo	n.	medical care (treatment)	그는 의료 사업을 진행했다.	I founded a medical care business.	52 | 0.78
2653	근본적		geunbonjeok	n.	basic, fundamental	근본적 해결을 생각해 보자.	Let’s think of a basic solution.	52 | 0.89
2654	승리		seungni	n.	victory	우리 팀의 승리를 축하합시다.	Let’s celebrate our team’s victory.	52 | 0.85
2655	원장		wonjang	n.	director	원장은 어쩔 줄을 몰라 했다.	The director didn’t know what to do.	52 | 0.83
2656	안전		anjeon	n.	safety, security	안전이 제일 중요해요.	Safety is the most important thing.	52 | 0.79
2657	팔자		palja	n.	destiny, fate	네 팔자도 편하지는 않구나.	Your destiny is not easy either.	52 | 0.61
2658	일부러		ilbureo	adv.	deliberately	나는 일부러 늦게 갔지.	I purposely went late.	52 | 0.83
2659	작용하다		jagyonghada	v.	act, work on	신약은 얼마나 오래 작용하나요?	How long does the new medicine work?	52 | 0.84
2660	사설		saseol	n.	editorial	민서는 신문 사설을 읽고 화가 났다.	Minseo got angry after reading the newspaper editorial.	52 | 0.79
2661	본격적		bongyeokjeok	n.	real; regular; full-fledged	선수들은 본격적 훈련에 들어갔다.	The athletes started full-fledged training.	52 | 0.87
2662	놓치다		notchida	v.	miss, lose	고양이가 쥐를 놓쳤어.	A cat missed a mouse.	52 | 0.94
2663	앞두다		apduda	v.	have … ahead	유학을 앞두고 있어.	I have study abroad ahead.	52 | 0.72
2664	오랫동안		oraetdongan	n.	for a long time	오랫동안 고향을 잊고 살았네.	For a long time, I forgot about life in my hometown.	52 | 0.99
2665	ㄹ지라도/을지라도		ljirado/euljirado	e.	CONNECTIVE, even if	아무리 힘들지라도 남을 속이면 안 돼.	No matter how hard it is, you shouldn’t deceive others.	52 | 0.93
2666	규제		gyuje	n.	regulation	법적 규제가 풀렸구나.	The legal regulation was overturned.	52 | 0.71
2667	상관		sanggwan	n.	relation, care	나는 이 사람과 아무 상관이 없어요.	I have no relationship with this person.	52 | 0.81
2668	창문		changmun	n.	window	창문으로 바람이 들어온다.	The wind comes in through the window.	52 | 0.85
2669	신발		sinbal	n.	shoes	내 신발이 좀 껴요.	My shoes are a little tight.	52 | 0.81
2670	긴장		ginjang	n.	tension, nerves	긴장이 좀 풀렸어.	My tension eased a little.	52 | 0.98
2671	특별히		teukbyeolhi	adv.	specially, particularly	특별히 기억나는 건 없어.	There’s nothing particularly happening.	52 | 0.86
2672	잡지		japji	n.	magazine	서점에서 잡지를 사요.	I’m buying a magazine at the bookstore.	52 | 0.97
2673	지원하다		jiwonhada	v.	support	그 프로그램은 정부가 지원해.	The program is supported by the government.	52 | 0.75
2674	전통적		jeontongjeok	n.	traditional	이 지역의 전통적 풍습이 무엇인가요?	What are the traditional customs in this region?	52 | 0.77
2675	서방	2	seobang	n.	(the) West	서방 언론인들도 사건을 취재했습니다.	The Western journalists also covered the incident.	52 | 0.75
2676	랴/으랴	2	rya/eurya	e.	CONNECTIVE, while	강의를 들으랴 아르바이트 하랴 바빠.	I’m busy attending lectures while also doing part-time work.	52 | 0.59
2677	발견되다		balgyeondoeda	v.	be discovered	이상한 점이 발견되었다.	Something strange has been discovered.	52 | 0.91
2678	신용		sinyong	n.	credit; confidence	신용이 떨어졌어요.	Confidence fell.	52 | 0.70
2679	집중		jipjung	n.	concentration, focus	대단한 집중이 필요하거든요.	A great deal of concentration is needed.	52 | 0.81
2680	영혼		yeonghon	n.	spirit, soul	영혼이 순수하다.	The soul is innocent.	52 | 0.97
2681	미스		miseu	n.	Miss	미스 김도 곧 결혼한다는군.	I’ve heard that Miss Kim will get married soon.	52 | 0.77
2682	작전		jakjeon	n.	strategy, operation	우리의 작전이 성공했다.	Our strategy was successful.	52 | 0.96
2683	내버리다		naebeorida	v.	throw away, cast away	쓰레기를 내버렸어요.	I threw away the trash.	52 | 0.69
2684	뜰		tteul	n.	yard, garden	작은 뜰이 있다.	There is a small yard.	52 | 0.65
2685	좌우		jwau	n.	left and right	아이는 좌우를 살피면서 길을 건넜다.	The child crossed the street looking left and right.	52 | 0.86
2686	공개		gonggae	n.	making public, publication	정부는 문서의 공개를 시행했다.	The government published the document.	51 | 0.68
2687	한때		hanttae	n.	one-time	그 가수는 한때 유명했어.	The singer was once famous.	51 | 0.98
2688	철	1	cheol	n.	iron, steel	철 생산으로 유명한 지역이 어디지요?	What district is known for its iron production?	51 | 0.77
2689	교실		gyosil	n.	classroom	교실에 아직 학생들이 있나요?	Are there still students in the classroom?	51 | 0.97
2690	소개		sogae	n.	introduction, presentation	돌아가면서 자기 소개를 합시다.	Let’s take turns doing self-introductions.	51 | 0.81
2691	고모		gomo	n.	aunt	고모가 갑자기 오셨어.	My aunt suddenly came.	51 | 0.55
2692	젖		jeot	n.	breast milk	아기가 젖을 먹고 있구나.	A baby is having breast milk.	51 | 0.78
2693	그림자		geurimja	n.	shadow	민지는 그림자를 보았다.	Minji saw her shadow.	51 | 0.93
2694	손자		sonja	n.	grandson	할아버지는 손자를 보고 싶어 하셨어.	Grandfather wanted to see his grandson.	51 | 0.67
2695	일본인		ilbonin	n.	Japanese people	일본인들은 생선을 주로 먹습니까?	Do the Japanese people eat mainly fish?	51 | 0.94
2696	백화점		baekhwajeom	n.	department store	백화점에서 운동화를 하나 샀다.	I bought a pair of sneakers in a department store.	51 | 0.82
2697	서너		seoneo	adn.	three or four, three to four	서너 편의 독립 영화가 상영될 예정이다.	Three or four independent films are scheduled to play.	51 | 0.76
2698	둘러보다		dulleoboda	v.	look around, browse	주위를 둘러보면 아무도 없어요.	As we look around, there’s nobody.	51 | 0.84
2699	술집		suljip	n.	bar, pub	친구들이 술집에 모여 있다.	The friends are together at the bar.	51 | 0.84
2700	곰		gom	n.	bear	곰이 나타날지도 몰라.	A bear might appear.	51 | 0.68
2701	신화		sinhwa	n.	myth	이 이야기는 그리스 신화에도 나온다.	It appears in the Greek myths, also.	51 | 0.86
2702	통		tong	n.	container, bucket	쓰레기는 저기 통에 버리세요.	Throw away the trash in the container over there.	51 | 0.78
2703	확실히		hwaksilhi	adv.	certainly, definitely	확실히 말씀해 주세요.	Please tell me for certain.	51 | 0.87
2704	비율		biyul	n.	ratio, proportion	설탕과 커피의 비율이 알맞다.	The ratio of sugar to coffee is right.	51 | 0.75
2705	빨래		ppallae	n.	laundry	빨래가 끝났다.	The laundry has been finished.	51 | 0.58
2706	시점		sijeom	n.	time, point of time	그 시점에서 계획을 바꾸었지.	At that point in time, we changed the plan.	51 | 0.84
2707	국장		gukjang	n.	director, manager	국장이 바뀔 겁니다.	The director of the department will change.	51 | 0.86
2708	깨지다		kkaejida	v.	break, smash, shatter	유리잔이 깨졌네.	The glass was broken.	51 | 0.78
2709	화장실		hwajangsil	n.	restroom, bathroom	화장실이 어딥니까?	Where is the restroom?	51 | 0.90
2710	두렵다		duryeopda	a.	afraid	나는 두렵지 않아.	I am not afraid.	51 | 0.94
2711	전달하다		jeondalhada	v.	deliver, transfer	소년은 선물을 전달했다.	The boy delivered a gift.	51 | 0.89
2712	인터뷰		inteobyu	n.	interview	여배우와의 인터뷰가 시작되었어요.	An interview with an actress started.	51 | 0.67
2713	시원하다		siwonhada	a.	cool	바람이 참 시원하네.	The wind is really quite cool.	51 | 0.90
2714	살아오다		saraoda	v.	live	우리는 행복하게 살아왔지.	We have lived together happily.	51 | 0.96
2715	처	2	cheo	n.	wife	그는 자신의 처를 소개했다.	He introduced his wife.	51 | 0.58
2716	수행하다		suhaenghada	v.	perform, fulfill	그들은 작전을 수행했다.	They performed military operations.	51 | 0.86
2717	엎드리다		eopdeurida	v.	lie face down, prostrate oneself	우리는 바닥에 엎드렸다.	We lay face down on the floor.	51 | 0.77
